NAME,T_XL320#0,T_XL320#1,T_XL320#2,T_XL320#3,T_XL320#4,T_XL320#5,T_XL320#6,T_XL320#7,T_XL320#8,T_XL320#9,T_XL320#10,T_XL320#11,T_XL320#12,T_XM430#13,T_XM430#14,T_XM430#15,T_XM430#16,T_XM430#17,T_XM430#18,T_XM430#19,T_XM430#20,T_XM430#21,T_XM430#22,T_XM430#23,T_XM430#24,T_XM430#25,T_XM430#26,DXL#0,DXL#1,DXL#2,DXL#3,DXL#4,DXL#5,DXL#6,DXL#7,DXL#8,DXL#9,DXL#10,DXL#11,DXL#12,DXL#13,DXL#14,DXL#15,DXL#16,DXL#17,DXL#18,DXL#19,DXL#20,DXL#21,DXL#22,DXL#23,DXL#24,DXL#25,DXL#26
tangan,100,100,100,100,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,151,132,148,148,144,153,151,151,152,139,157,162,146,255,179,179,185,177,177,227,135,87,268,140,217,173,172
